,broodYr,dist,stream,fwAge,oAge,return,retYr,System,StreamID,DistrictID_alternate,dist_name
1900,1962,325,3,1,4,1.37E-12,1968,Igushik,100,1,Nushagak
1901,1962,325,3,1,5,0,1969,Igushik,100,1,Nushagak
1902,1962,325,3,2,1,0,1966,Igushik,100,1,Nushagak
1903,1962,325,3,2,2,5.143667602,1967,Igushik,100,1,Nushagak
1904,1962,325,3,2,3,5.541260554,1968,Igushik,100,1,Nushagak
1905,1962,325,3,2,4,0,1969,Igushik,100,1,Nushagak
1906,1962,325,3,3,1,0,1967,Igushik,100,1,Nushagak
1907,1962,325,3,3,2,0,1968,Igushik,100,1,Nushagak
1908,1962,325,3,3,3,5.22E-12,1969,Igushik,100,1,Nushagak
1909,1962,325,3,3,4,0,1970,Igushik,100,1,Nushagak
1910,1963,325,3,0,1,0,1965,Igushik,100,1,Nushagak
1911,1963,325,3,0,2,0,1966,Igushik,100,1,Nushagak
1912,1963,325,3,0,3,0.292211728,1967,Igushik,100,1,Nushagak
1913,1963,325,3,0,4,1.37E-12,1968,Igushik,100,1,Nushagak
1914,1963,325,3,0,5,0,1969,Igushik,100,1,Nushagak
1915,1963,325,3,1,1,0,1966,Igushik,100,1,Nushagak
1916,1963,325,3,1,2,196.5575336,1967,Igushik,100,1,Nushagak
1917,1963,325,3,1,3,137.3456609,1968,Igushik,100,1,Nushagak
1918,1963,325,3,1,4,0,1969,Igushik,100,1,Nushagak
1919,1963,325,3,1,5,0,1970,Igushik,100,1,Nushagak
1920,1963,325,3,2,1,0,1967,Igushik,100,1,Nushagak
1921,1963,325,3,2,2,22.41840628,1968,Igushik,100,1,Nushagak
1922,1963,325,3,2,3,11.59130955,1969,Igushik,100,1,Nushagak
1923,1963,325,3,2,4,0,1970,Igushik,100,1,Nushagak
1924,1963,325,3,3,1,0,1968,Igushik,100,1,Nushagak
1925,1963,325,3,3,2,0,1969,Igushik,100,1,Nushagak
1926,1963,325,3,3,3,0,1970,Igushik,100,1,Nushagak
1927,1963,325,3,3,4,0,1971,Igushik,100,1,Nushagak
1928,1964,325,3,0,1,0,1966,Igushik,100,1,Nushagak
1929,1964,325,3,0,2,0.104711145,1967,Igushik,100,1,Nushagak
1930,1964,325,3,0,3,0.506851534,1968,Igushik,100,1,Nushagak
1931,1964,325,3,0,4,0,1969,Igushik,100,1,Nushagak
1932,1964,325,3,0,5,0,1970,Igushik,100,1,Nushagak
1933,1964,325,3,1,1,0,1967,Igushik,100,1,Nushagak
1934,1964,325,3,1,2,124.3130398,1968,Igushik,100,1,Nushagak
1935,1964,325,3,1,3,325.0054928,1969,Igushik,100,1,Nushagak
1936,1964,325,3,1,4,0,1970,Igushik,100,1,Nushagak
1937,1964,325,3,1,5,0,1971,Igushik,100,1,Nushagak
1938,1964,325,3,2,1,0.26139382,1968,Igushik,100,1,Nushagak
1939,1964,325,3,2,2,103.9910009,1969,Igushik,100,1,Nushagak
1940,1964,325,3,2,3,28.8770102,1970,Igushik,100,1,Nushagak
1941,1964,325,3,2,4,0,1971,Igushik,100,1,Nushagak
1942,1964,325,3,3,1,0,1969,Igushik,100,1,Nushagak
1943,1964,325,3,3,2,0,1970,Igushik,100,1,Nushagak
1944,1964,325,3,3,3,0,1971,Igushik,100,1,Nushagak
1945,1964,325,3,3,4,0,1972,Igushik,100,1,Nushagak
1946,1965,325,3,0,1,0,1967,Igushik,100,1,Nushagak
1947,1965,325,3,0,2,1.48E-12,1968,Igushik,100,1,Nushagak
1948,1965,325,3,0,3,4.71E-12,1969,Igushik,100,1,Nushagak
1949,1965,325,3,0,4,0,1970,Igushik,100,1,Nushagak
1950,1965,325,3,0,5,0,1971,Igushik,100,1,Nushagak
1951,1965,325,3,1,1,0.299103496,1968,Igushik,100,1,Nushagak
1952,1965,325,3,1,2,319.4064272,1969,Igushik,100,1,Nushagak
1953,1965,325,3,1,3,270.0503162,1970,Igushik,100,1,Nushagak
1954,1965,325,3,1,4,2.90E-12,1971,Igushik,100,1,Nushagak
1955,1965,325,3,1,5,0,1972,Igushik,100,1,Nushagak
1956,1965,325,3,2,1,4.45E-12,1969,Igushik,100,1,Nushagak
1957,1965,325,3,2,2,168.3213691,1970,Igushik,100,1,Nushagak
1958,1965,325,3,2,3,52.84231165,1971,Igushik,100,1,Nushagak
1959,1965,325,3,2,4,0,1972,Igushik,100,1,Nushagak
1960,1965,325,3,3,1,0,1970,Igushik,100,1,Nushagak
1961,1965,325,3,3,2,0,1971,Igushik,100,1,Nushagak
1962,1965,325,3,3,3,0,1972,Igushik,100,1,Nushagak
1963,1965,325,3,3,4,0,1973,Igushik,100,1,Nushagak
1964,1966,325,3,0,1,0,1968,Igushik,100,1,Nushagak
1965,1966,325,3,0,2,3.31E-12,1969,Igushik,100,1,Nushagak
1966,1966,325,3,0,3,1.80E-12,1970,Igushik,100,1,Nushagak
1967,1966,325,3,0,4,2.90E-12,1971,Igushik,100,1,Nushagak
1968,1966,325,3,0,5,0,1972,Igushik,100,1,Nushagak
1969,1966,325,3,1,1,3.18E-12,1969,Igushik,100,1,Nushagak
1970,1966,325,3,1,2,54.40073406,1970,Igushik,100,1,Nushagak
1971,1966,325,3,1,3,232.6368019,1971,Igushik,100,1,Nushagak
1972,1966,325,3,1,4,0.122030704,1972,Igushik,100,1,Nushagak
1973,1966,325,3,1,5,2.02E-10,1973,Igushik,100,1,Nushagak
1974,1966,325,3,2,1,1.59E-12,1970,Igushik,100,1,Nushagak
1975,1966,325,3,2,2,5.3915921,1971,Igushik,100,1,Nushagak
1976,1966,325,3,2,3,8.481550944,1972,Igushik,100,1,Nushagak
1977,1966,325,3,2,4,1.12E-12,1973,Igushik,100,1,Nushagak
1978,1966,325,3,3,1,0,1971,Igushik,100,1,Nushagak
1979,1966,325,3,3,2,0,1972,Igushik,100,1,Nushagak
1980,1966,325,3,3,3,0.060720888,1973,Igushik,100,1,Nushagak
1981,1966,325,3,3,4,0,1974,Igushik,100,1,Nushagak
1982,1967,325,3,0,1,0,1969,Igushik,100,1,Nushagak
1983,1967,325,3,0,2,0.356184821,1970,Igushik,100,1,Nushagak
1984,1967,325,3,0,3,0.429693719,1971,Igushik,100,1,Nushagak
1985,1967,325,3,0,4,0,1972,Igushik,100,1,Nushagak
1986,1967,325,3,0,5,1.97E-10,1973,Igushik,100,1,Nushagak
1987,1967,325,3,1,1,0,1970,Igushik,100,1,Nushagak
1988,1967,325,3,1,2,43.47898605,1971,Igushik,100,1,Nushagak
1989,1967,325,3,1,3,59.86065919,1972,Igushik,100,1,Nushagak
1990,1967,325,3,1,4,0.058986005,1973,Igushik,100,1,Nushagak
1991,1967,325,3,1,5,0,1974,Igushik,100,1,Nushagak
1992,1967,325,3,2,1,8.53E-13,1971,Igushik,100,1,Nushagak
1993,1967,325,3,2,2,10.88389541,1972,Igushik,100,1,Nushagak
1994,1967,325,3,2,3,10.67644419,1973,Igushik,100,1,Nushagak
1995,1967,325,3,2,4,0,1974,Igushik,100,1,Nushagak
1996,1967,325,3,3,1,0,1972,Igushik,100,1,Nushagak
1997,1967,325,3,3,2,0,1973,Igushik,100,1,Nushagak
1998,1967,325,3,3,3,0,1974,Igushik,100,1,Nushagak
1999,1967,325,3,3,4,0,1975,Igushik,100,1,Nushagak
2000,1968,325,3,0,1,0,1970,Igushik,100,1,Nushagak
2001,1968,325,3,0,2,0.451827891,1971,Igushik,100,1,Nushagak
2002,1968,325,3,0,3,0.166989384,1972,Igushik,100,1,Nushagak
2003,1968,325,3,0,4,0.031227885,1973,Igushik,100,1,Nushagak
2004,1968,325,3,0,5,0,1974,Igushik,100,1,Nushagak
2005,1968,325,3,1,1,0,1971,Igushik,100,1,Nushagak
2006,1968,325,3,1,2,48.44976819,1972,Igushik,100,1,Nushagak
2007,1968,325,3,1,3,101.7071897,1973,Igushik,100,1,Nushagak
2008,1968,325,3,1,4,0.887865182,1974,Igushik,100,1,Nushagak
2009,1968,325,3,1,5,0,1975,Igushik,100,1,Nushagak
2010,1968,325,3,2,1,0,1972,Igushik,100,1,Nushagak
2011,1968,325,3,2,2,0.513266387,1973,Igushik,100,1,Nushagak
2012,1968,325,3,2,3,6.714584616,1974,Igushik,100,1,Nushagak
2013,1968,325,3,2,4,0,1975,Igushik,100,1,Nushagak
2014,1968,325,3,3,1,0,1973,Igushik,100,1,Nushagak
2015,1968,325,3,3,2,0,1974,Igushik,100,1,Nushagak
2016,1968,325,3,3,3,0,1975,Igushik,100,1,Nushagak
2017,1968,325,3,3,4,0,1976,Igushik,100,1,Nushagak
2018,1969,325,3,0,1,0,1971,Igushik,100,1,Nushagak
2019,1969,325,3,0,2,0,1972,Igushik,100,1,Nushagak
2020,1969,325,3,0,3,0.088479008,1973,Igushik,100,1,Nushagak
2021,1969,325,3,0,4,0,1974,Igushik,100,1,Nushagak
2022,1969,325,3,0,5,0,1975,Igushik,100,1,Nushagak
2023,1969,325,3,1,1,0,1972,Igushik,100,1,Nushagak
2024,1969,325,3,1,2,0.829533383,1973,Igushik,100,1,Nushagak
2025,1969,325,3,1,3,107.2544218,1974,Igushik,100,1,Nushagak
2026,1969,325,3,1,4,1.386847849,1975,Igushik,100,1,Nushagak
2027,1969,325,3,1,5,0,1976,Igushik,100,1,Nushagak
2028,1969,325,3,2,1,0,1973,Igushik,100,1,Nushagak
2029,1969,325,3,2,2,278.3323756,1974,Igushik,100,1,Nushagak
2030,1969,325,3,2,3,88.83056925,1975,Igushik,100,1,Nushagak
2031,1969,325,3,2,4,0,1976,Igushik,100,1,Nushagak
2032,1969,325,3,3,1,0,1974,Igushik,100,1,Nushagak
2033,1969,325,3,3,2,0,1975,Igushik,100,1,Nushagak
2034,1969,325,3,3,3,0,1976,Igushik,100,1,Nushagak
2035,1969,325,3,3,4,0,1977,Igushik,100,1,Nushagak
2036,1970,325,3,0,1,0,1972,Igushik,100,1,Nushagak
2037,1970,325,3,0,2,0,1973,Igushik,100,1,Nushagak
2038,1970,325,3,0,3,0.321213739,1974,Igushik,100,1,Nushagak
2039,1970,325,3,0,4,0,1975,Igushik,100,1,Nushagak
2040,1970,325,3,0,5,0,1976,Igushik,100,1,Nushagak
2041,1970,325,3,1,1,0,1973,Igushik,100,1,Nushagak
2042,1970,325,3,1,2,36.78794458,1974,Igushik,100,1,Nushagak
2043,1970,325,3,1,3,144.5684411,1975,Igushik,100,1,Nushagak
2044,1970,325,3,1,4,8.35E-13,1976,Igushik,100,1,Nushagak
2045,1970,325,3,1,5,0,1977,Igushik,100,1,Nushagak
2046,1970,325,3,2,1,0.298992077,1974,Igushik,100,1,Nushagak
2047,1970,325,3,2,2,62.98740917,1975,Igushik,100,1,Nushagak
2048,1970,325,3,2,3,42.45939636,1976,Igushik,100,1,Nushagak
2049,1970,325,3,2,4,0.012298026,1977,Igushik,100,1,Nushagak
2050,1970,325,3,3,1,0,1975,Igushik,100,1,Nushagak
2051,1970,325,3,3,2,0,1976,Igushik,100,1,Nushagak
2052,1970,325,3,3,3,0,1977,Igushik,100,1,Nushagak
2053,1970,325,3,3,4,0,1978,Igushik,100,1,Nushagak
2054,1971,325,3,0,1,0,1973,Igushik,100,1,Nushagak
2055,1971,325,3,0,2,1.44E-12,1974,Igushik,100,1,Nushagak
2056,1971,325,3,0,3,1.29132149,1975,Igushik,100,1,Nushagak
2057,1971,325,3,0,4,0,1976,Igushik,100,1,Nushagak
2058,1971,325,3,0,5,0,1977,Igushik,100,1,Nushagak
2059,1971,325,3,1,1,0,1974,Igushik,100,1,Nushagak
2060,1971,325,3,1,2,58.27922254,1975,Igushik,100,1,Nushagak
2061,1971,325,3,1,3,131.5213204,1976,Igushik,100,1,Nushagak
2062,1971,325,3,1,4,0.196768424,1977,Igushik,100,1,Nushagak
2063,1971,325,3,1,5,0,1978,Igushik,100,1,Nushagak
2064,1971,325,3,2,1,0,1975,Igushik,100,1,Nushagak
2065,1971,325,3,2,2,39.33284515,1976,Igushik,100,1,Nushagak
2066,1971,325,3,2,3,28.79361535,1977,Igushik,100,1,Nushagak
2067,1971,325,3,2,4,0,1978,Igushik,100,1,Nushagak
2068,1971,325,3,3,1,0,1976,Igushik,100,1,Nushagak
2069,1971,325,3,3,2,0,1977,Igushik,100,1,Nushagak
2070,1971,325,3,3,3,0,1978,Igushik,100,1,Nushagak
2071,1971,325,3,3,4,0,1979,Igushik,100,1,Nushagak
2072,1972,325,3,0,1,0,1974,Igushik,100,1,Nushagak
2073,1972,325,3,0,2,0.092907759,1975,Igushik,100,1,Nushagak
2074,1972,325,3,0,3,0.913224895,1976,Igushik,100,1,Nushagak
2075,1972,325,3,0,4,0.061490132,1977,Igushik,100,1,Nushagak
2076,1972,325,3,0,5,6.82E-12,1978,Igushik,100,1,Nushagak
2077,1972,325,3,1,1,0,1975,Igushik,100,1,Nushagak
2078,1972,325,3,1,2,93.77053699,1976,Igushik,100,1,Nushagak
2079,1972,325,3,1,3,117.0967072,1977,Igushik,100,1,Nushagak
2080,1972,325,3,1,4,4.097361357,1978,Igushik,100,1,Nushagak
2081,1972,325,3,1,5,0,1979,Igushik,100,1,Nushagak
2082,1972,325,3,2,1,0,1976,Igushik,100,1,Nushagak
2083,1972,325,3,2,2,5.305520159,1977,Igushik,100,1,Nushagak
2084,1972,325,3,2,3,10.71171901,1978,Igushik,100,1,Nushagak
2085,1972,325,3,2,4,0,1979,Igushik,100,1,Nushagak
2086,1972,325,3,3,1,0,1977,Igushik,100,1,Nushagak
2087,1972,325,3,3,2,0,1978,Igushik,100,1,Nushagak
2088,1972,325,3,3,3,0,1979,Igushik,100,1,Nushagak
2089,1972,325,3,3,4,0,1980,Igushik,100,1,Nushagak
2090,1973,325,3,0,1,0,1975,Igushik,100,1,Nushagak
2091,1973,325,3,0,2,8.35E-13,1976,Igushik,100,1,Nushagak
2092,1973,325,3,0,3,1.278994755,1977,Igushik,100,1,Nushagak
2093,1973,325,3,0,4,0.865597666,1978,Igushik,100,1,Nushagak
2094,1973,325,3,0,5,0,1979,Igushik,100,1,Nushagak
2095,1973,325,3,1,1,0,1976,Igushik,100,1,Nushagak
2096,1973,325,3,1,2,17.24056168,1977,Igushik,100,1,Nushagak
2097,1973,325,3,1,3,399.0072579,1978,Igushik,100,1,Nushagak
2098,1973,325,3,1,4,1.78E-12,1979,Igushik,100,1,Nushagak
2099,1973,325,3,1,5,0,1980,Igushik,100,1,Nushagak
2100,1973,325,3,2,1,0,1977,Igushik,100,1,Nushagak
2101,1973,325,3,2,2,14.68068426,1978,Igushik,100,1,Nushagak
2102,1973,325,3,2,3,18.92667026,1979,Igushik,100,1,Nushagak
2103,1973,325,3,2,4,0,1980,Igushik,100,1,Nushagak
2104,1973,325,3,3,1,0,1978,Igushik,100,1,Nushagak
2105,1973,325,3,3,2,1.78E-12,1979,Igushik,100,1,Nushagak
2106,1973,325,3,3,3,0,1980,Igushik,100,1,Nushagak
2107,1973,325,3,3,4,0,1981,Igushik,100,1,Nushagak
2108,1974,325,3,0,1,0,1976,Igushik,100,1,Nushagak
2109,1974,325,3,0,2,0.049192106,1977,Igushik,100,1,Nushagak
2110,1974,325,3,0,3,1.355727665,1978,Igushik,100,1,Nushagak
2111,1974,325,3,0,4,0,1979,Igushik,100,1,Nushagak
2112,1974,325,3,0,5,0,1980,Igushik,100,1,Nushagak
2113,1974,325,3,1,1,0,1977,Igushik,100,1,Nushagak
2114,1974,325,3,1,2,412.9826328,1978,Igushik,100,1,Nushagak
2115,1974,325,3,1,3,589.2848856,1979,Igushik,100,1,Nushagak
2116,1974,325,3,1,4,1.192411366,1980,Igushik,100,1,Nushagak
2117,1974,325,3,1,5,0,1981,Igushik,100,1,Nushagak
2118,1974,325,3,2,1,1.369901182,1978,Igushik,100,1,Nushagak
2119,1974,325,3,2,2,240.7327067,1979,Igushik,100,1,Nushagak
2120,1974,325,3,2,3,20.16243075,1980,Igushik,100,1,Nushagak
2121,1974,325,3,2,4,0,1981,Igushik,100,1,Nushagak
2122,1974,325,3,3,1,0,1979,Igushik,100,1,Nushagak
2123,1974,325,3,3,2,0,1980,Igushik,100,1,Nushagak
2124,1974,325,3,3,3,0,1981,Igushik,100,1,Nushagak
2125,1974,325,3,3,4,0,1982,Igushik,100,1,Nushagak
2126,1975,325,3,0,1,0,1977,Igushik,100,1,Nushagak
2127,1975,325,3,0,2,0.13423866,1978,Igushik,100,1,Nushagak
2128,1975,325,3,0,3,2.14E-12,1979,Igushik,100,1,Nushagak
2129,1975,325,3,0,4,0,1980,Igushik,100,1,Nushagak
2130,1975,325,3,0,5,0,1981,Igushik,100,1,Nushagak
2131,1975,325,3,1,1,7.58E-13,1978,Igushik,100,1,Nushagak
2132,1975,325,3,1,2,543.5214577,1979,Igushik,100,1,Nushagak
2133,1975,325,3,1,3,1835.021793,1980,Igushik,100,1,Nushagak
2134,1975,325,3,1,4,1.199296857,1981,Igushik,100,1,Nushagak
2135,1975,325,3,1,5,0,1982,Igushik,100,1,Nushagak
2136,1975,325,3,2,1,0,1979,Igushik,100,1,Nushagak
2137,1975,325,3,2,2,119.242058,1980,Igushik,100,1,Nushagak
2138,1975,325,3,2,3,311.7845061,1981,Igushik,100,1,Nushagak
2139,1975,325,3,2,4,0,1982,Igushik,100,1,Nushagak
2140,1975,325,3,3,1,0,1980,Igushik,100,1,Nushagak
2141,1975,325,3,3,2,0,1981,Igushik,100,1,Nushagak
2142,1975,325,3,3,3,0,1982,Igushik,100,1,Nushagak
2143,1975,325,3,3,4,0,1983,Igushik,100,1,Nushagak
2144,1976,325,3,0,1,0,1978,Igushik,100,1,Nushagak
2145,1976,325,3,0,2,1.78E-12,1979,Igushik,100,1,Nushagak
2146,1976,325,3,0,3,2.29E-12,1980,Igushik,100,1,Nushagak
2147,1976,325,3,0,4,0,1981,Igushik,100,1,Nushagak
2148,1976,325,3,0,5,2.83E-12,1982,Igushik,100,1,Nushagak
2149,1976,325,3,1,1,0,1979,Igushik,100,1,Nushagak
2150,1976,325,3,1,2,412.827841,1980,Igushik,100,1,Nushagak
2151,1976,325,3,1,3,741.0082618,1981,Igushik,100,1,Nushagak
2152,1976,325,3,1,4,8.896939016,1982,Igushik,100,1,Nushagak
2153,1976,325,3,1,5,0,1983,Igushik,100,1,Nushagak
2154,1976,325,3,2,1,4.261011927,1980,Igushik,100,1,Nushagak
2155,1976,325,3,2,2,106.5550879,1981,Igushik,100,1,Nushagak
2156,1976,325,3,2,3,80.92114511,1982,Igushik,100,1,Nushagak
2157,1976,325,3,2,4,0.196365796,1983,Igushik,100,1,Nushagak
2158,1976,325,3,3,1,0,1981,Igushik,100,1,Nushagak
2159,1976,325,3,3,2,0,1982,Igushik,100,1,Nushagak
2160,1976,325,3,3,3,0,1983,Igushik,100,1,Nushagak
2161,1976,325,3,3,4,0,1984,Igushik,100,1,Nushagak
2162,1977,325,3,0,1,0,1979,Igushik,100,1,Nushagak
2163,1977,325,3,0,2,0,1980,Igushik,100,1,Nushagak
2164,1977,325,3,0,3,2.917040909,1981,Igushik,100,1,Nushagak
2165,1977,325,3,0,4,9.43E-13,1982,Igushik,100,1,Nushagak
2166,1977,325,3,0,5,0,1983,Igushik,100,1,Nushagak
2167,1977,325,3,1,1,0.773450481,1980,Igushik,100,1,Nushagak
2168,1977,325,3,1,2,174.6666112,1981,Igushik,100,1,Nushagak
2169,1977,325,3,1,3,585.3082903,1982,Igushik,100,1,Nushagak
2170,1977,325,3,1,4,46.62089672,1983,Igushik,100,1,Nushagak
2171,1977,325,3,1,5,0,1984,Igushik,100,1,Nushagak
2172,1977,325,3,2,1,1.20E-12,1981,Igushik,100,1,Nushagak
2173,1977,325,3,2,2,5.599937644,1982,Igushik,100,1,Nushagak
2174,1977,325,3,2,3,14.53993059,1983,Igushik,100,1,Nushagak
2175,1977,325,3,2,4,0,1984,Igushik,100,1,Nushagak
2176,1977,325,3,3,1,0,1982,Igushik,100,1,Nushagak
2177,1977,325,3,3,2,2.01E-12,1983,Igushik,100,1,Nushagak
2178,1977,325,3,3,3,0,1984,Igushik,100,1,Nushagak
2179,1977,325,3,3,4,0,1985,Igushik,100,1,Nushagak
2180,1978,325,3,0,1,0,1980,Igushik,100,1,Nushagak
2181,1978,325,3,0,2,0,1981,Igushik,100,1,Nushagak
2182,1978,325,3,0,3,9.43E-13,1982,Igushik,100,1,Nushagak
2183,1978,325,3,0,4,1.08E-11,1983,Igushik,100,1,Nushagak
2184,1978,325,3,0,5,0,1984,Igushik,100,1,Nushagak
2185,1978,325,3,1,1,0,1981,Igushik,100,1,Nushagak
2186,1978,325,3,1,2,36.01096732,1982,Igushik,100,1,Nushagak
2187,1978,325,3,1,3,368.4600152,1983,Igushik,100,1,Nushagak
2188,1978,325,3,1,4,0.072935043,1984,Igushik,100,1,Nushagak
2189,1978,325,3,1,5,0,1985,Igushik,100,1,Nushagak
2190,1978,325,3,2,1,0,1982,Igushik,100,1,Nushagak
2191,1978,325,3,2,2,146.031241,1983,Igushik,100,1,Nushagak
2192,1978,325,3,2,3,11.69976303,1984,Igushik,100,1,Nushagak
2193,1978,325,3,2,4,0,1985,Igushik,100,1,Nushagak
2194,1978,325,3,3,1,0,1983,Igushik,100,1,Nushagak
2195,1978,325,3,3,2,0,1984,Igushik,100,1,Nushagak
2196,1978,325,3,3,3,0,1985,Igushik,100,1,Nushagak
2197,1978,325,3,3,4,0,1986,Igushik,100,1,Nushagak
2198,1979,325,3,0,1,0,1981,Igushik,100,1,Nushagak
2199,1979,325,3,0,2,9.43E-13,1982,Igushik,100,1,Nushagak
2200,1979,325,3,0,3,0.196365796,1983,Igushik,100,1,Nushagak
2201,1979,325,3,0,4,2.84E-12,1984,Igushik,100,1,Nushagak
2202,1979,325,3,0,5,0,1985,Igushik,100,1,Nushagak
2203,1979,325,3,1,1,9.43E-13,1982,Igushik,100,1,Nushagak
2204,1979,325,3,1,2,611.3119726,1983,Igushik,100,1,Nushagak
2205,1979,325,3,1,3,263.5648494,1984,Igushik,100,1,Nushagak
2206,1979,325,3,1,4,1.35E-12,1985,Igushik,100,1,Nushagak
2207,1979,325,3,1,5,0,1986,Igushik,100,1,Nushagak
2208,1979,325,3,2,1,0,1983,Igushik,100,1,Nushagak
2209,1979,325,3,2,2,10.18430847,1984,Igushik,100,1,Nushagak
2210,1979,325,3,2,3,11.0784693,1985,Igushik,100,1,Nushagak
2211,1979,325,3,2,4,0,1986,Igushik,100,1,Nushagak
2212,1979,325,3,3,1,0,1984,Igushik,100,1,Nushagak
2213,1979,325,3,3,2,0.139829989,1985,Igushik,100,1,Nushagak
2214,1979,325,3,3,3,0,1986,Igushik,100,1,Nushagak
2215,1979,325,3,3,4,0,1987,Igushik,100,1,Nushagak
2216,1980,325,3,0,1,0,1982,Igushik,100,1,Nushagak
2217,1980,325,3,0,2,1.20E-12,1983,Igushik,100,1,Nushagak
2218,1980,325,3,0,3,6.56E-13,1984,Igushik,100,1,Nushagak
2219,1980,325,3,0,4,1.35E-12,1985,Igushik,100,1,Nushagak
2220,1980,325,3,0,5,0,1986,Igushik,100,1,Nushagak
2221,1980,325,3,1,1,0,1983,Igushik,100,1,Nushagak
2222,1980,325,3,1,2,14.27016545,1984,Igushik,100,1,Nushagak
2223,1980,325,3,1,3,353.9240906,1985,Igushik,100,1,Nushagak
2224,1980,325,3,1,4,1.36E-12,1986,Igushik,100,1,Nushagak
2225,1980,325,3,1,5,0,1987,Igushik,100,1,Nushagak
2226,1980,325,3,2,1,0,1984,Igushik,100,1,Nushagak
2227,1980,325,3,2,2,34.53666134,1985,Igushik,100,1,Nushagak
2228,1980,325,3,2,3,41.07224936,1986,Igushik,100,1,Nushagak
2229,1980,325,3,2,4,0,1987,Igushik,100,1,Nushagak
2230,1980,325,3,3,1,0,1985,Igushik,100,1,Nushagak
2231,1980,325,3,3,2,0,1986,Igushik,100,1,Nushagak
2232,1980,325,3,3,3,0,1987,Igushik,100,1,Nushagak
2233,1980,325,3,3,4,0,1988,Igushik,100,1,Nushagak
2234,1981,325,3,0,1,0,1983,Igushik,100,1,Nushagak
2235,1981,325,3,0,2,6.56E-13,1984,Igushik,100,1,Nushagak
2236,1981,325,3,0,3,2.02E-12,1985,Igushik,100,1,Nushagak
2237,1981,325,3,0,4,1.63E-12,1986,Igushik,100,1,Nushagak
2238,1981,325,3,0,5,0,1987,Igushik,100,1,Nushagak
2239,1981,325,3,1,1,0,1984,Igushik,100,1,Nushagak
2240,1981,325,3,1,2,243.4673754,1985,Igushik,100,1,Nushagak
2241,1981,325,3,1,3,502.7834552,1986,Igushik,100,1,Nushagak
2242,1981,325,3,1,4,51.41618868,1987,Igushik,100,1,Nushagak
2243,1981,325,3,1,5,0,1988,Igushik,100,1,Nushagak
2244,1981,325,3,2,1,0,1985,Igushik,100,1,Nushagak
2245,1981,325,3,2,2,6.742427804,1986,Igushik,100,1,Nushagak
2246,1981,325,3,2,3,34.23579843,1987,Igushik,100,1,Nushagak
2247,1981,325,3,2,4,0,1988,Igushik,100,1,Nushagak
2248,1981,325,3,3,1,0,1986,Igushik,100,1,Nushagak
2249,1981,325,3,3,2,0,1987,Igushik,100,1,Nushagak
2250,1981,325,3,3,3,0,1988,Igushik,100,1,Nushagak
2251,1981,325,3,3,4,0,1989,Igushik,100,1,Nushagak
2252,1982,325,3,0,1,0,1984,Igushik,100,1,Nushagak
2253,1982,325,3,0,2,1.35E-12,1985,Igushik,100,1,Nushagak
2254,1982,325,3,0,3,6.543611212,1986,Igushik,100,1,Nushagak
2255,1982,325,3,0,4,1.33E-10,1987,Igushik,100,1,Nushagak
2256,1982,325,3,0,5,0,1988,Igushik,100,1,Nushagak
2257,1982,325,3,1,1,0,1985,Igushik,100,1,Nushagak
2258,1982,325,3,1,2,50.84809926,1986,Igushik,100,1,Nushagak
2259,1982,325,3,1,3,272.7414577,1987,Igushik,100,1,Nushagak
2260,1982,325,3,1,4,1.044659568,1988,Igushik,100,1,Nushagak
2261,1982,325,3,1,5,0,1989,Igushik,100,1,Nushagak
2262,1982,325,3,2,1,0,1986,Igushik,100,1,Nushagak
2263,1982,325,3,2,2,7.066802583,1987,Igushik,100,1,Nushagak
2264,1982,325,3,2,3,8.363408338,1988,Igushik,100,1,Nushagak
2265,1982,325,3,2,4,0,1989,Igushik,100,1,Nushagak
2266,1982,325,3,3,1,0,1987,Igushik,100,1,Nushagak
2267,1982,325,3,3,2,0,1988,Igushik,100,1,Nushagak
2268,1982,325,3,3,3,0,1989,Igushik,100,1,Nushagak
2269,1982,325,3,3,4,0,1990,Igushik,100,1,Nushagak
2270,1983,325,3,0,1,0,1985,Igushik,100,1,Nushagak
2271,1983,325,3,0,2,1.151044864,1986,Igushik,100,1,Nushagak
2272,1983,325,3,0,3,8.64E-13,1987,Igushik,100,1,Nushagak
2273,1983,325,3,0,4,0.027003972,1988,Igushik,100,1,Nushagak
2274,1983,325,3,0,5,0,1989,Igushik,100,1,Nushagak
2275,1983,325,3,1,1,0,1986,Igushik,100,1,Nushagak
2276,1983,325,3,1,2,105.9844172,1987,Igushik,100,1,Nushagak
2277,1983,325,3,1,3,247.0751994,1988,Igushik,100,1,Nushagak
2278,1983,325,3,1,4,1.685229224,1989,Igushik,100,1,Nushagak
2279,1983,325,3,1,5,0,1990,Igushik,100,1,Nushagak
2280,1983,325,3,2,1,0,1987,Igushik,100,1,Nushagak
2281,1983,325,3,2,2,6.210561351,1988,Igushik,100,1,Nushagak
2282,1983,325,3,2,3,28.97094635,1989,Igushik,100,1,Nushagak
2283,1983,325,3,2,4,0,1990,Igushik,100,1,Nushagak
2284,1983,325,3,3,1,0,1988,Igushik,100,1,Nushagak
2285,1983,325,3,3,2,0,1989,Igushik,100,1,Nushagak
2286,1983,325,3,3,3,0,1990,Igushik,100,1,Nushagak
